ID;LOCAL_VIA;LOG1;LOG2;PREDIAL1;LOCAL;TIPO_ACID;QUEDA_ARR;DATA_HORA;DATA;DIA_SEM;HORA;FERIDOS;FERIDOS_GR;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_MET;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;OUTRO;TEMPO;NOITE_DIA;FONTE;BOLETIM;REGIAO;DIA;MES;ANO;FX_HORA;CONT_ACID;CONT_VIT;UPS;CONSORCIO;CORREDOR;LONGITUDE;LATITUDE
596505;394 AV PRESIDENTE VARGAS;AV PRESIDENTE VARGAS;;394;Logradouro;QUEDA;0;2014-06-24T12:00:00;20140624;TERCA-FEIRA;12:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;455305414;NORTE;24;6;2014;12;1;1;5;CONORTE;0;-51,258497;-30,017433
600123;410 R CARIRI;R CARIRI;;410;Logradouro;CHOQUE;0;2014-12-15T15:00:00;20141215;SEGUNDA-FEIRA;15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;920414;LESTE;15;12;2014;15;1;0;1;;0;-51,258273;-30,099821
582251;118 R DR ARMANDO BARBEDO;R DR ARMANDO BARBEDO;;118;Logradouro;ATROPELAMENTO;0;2014-01-04T13:30:00;20140104;SABADO;13:30;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;005814;SUL;4;1;2014;13;1;1;5;;0;-51,258172;-30,112200
593605;AV COPACABANA & R SARGENTO NICOLAU DIAS DE FARIAS;AV COPACABANA;R SARGENTO NICOLAU DIAS DE FARIAS;0;Cruzamento;ABALROAMENTO;0;2014-08-11T11:59:00;20140811;SEGUNDA-FEIRA;11:59;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;275785;SUL;11;8;2014;11;1;0;1;;0;-51,258145;-30,104332
598170;AV COPACABANA & R SARGENTO NICOLAU DIAS DE FARIAS;AV COPACABANA;R SARGENTO NICOLAU DIAS DE FARIAS;0;Cruzamento;ABALROAMENTO;0;2014-11-06T07:45:00;20141106;QUINTA-FEIRA;07:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277092;SUL;6;11;2014;7;1;0;1;;0;-51,258145;-30,104332
596347;320 AV COPACABANA;AV COPACABANA;;320;Logradouro;ABALROAMENTO;0;2014-10-05T15:20:00;20141005;DOMINGO;15:20;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;718914;SUL;5;10;2014;15;1;1;5;;0;-51,258063;-30,104282
596285;101 R SARGENTO NICOLAU DIAS DE FARIAS;R SARGENTO NICOLAU DIAS DE FARIAS;;101;Logradouro;COLISAO;0;2014-10-03T08:45:00;20141003;SEXTA-FEIRA;08:45;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277178;SUL;3;10;2014;8;1;0;1;;0;-51,257874;-30,105000
597412;108 R DR BARCELOS;R DR BARCELOS;;108;Logradouro;COLISAO;0;2014-10-24T10:05:00;20141024;SEXTA-FEIRA;10:05;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;277397;SUL;24;10;2014;10;1;0;1;;0;-51,257807;-30,107701
586836;129 R DR BARCELOS;R DR BARCELOS;;129;Logradouro;ABALROAMENTO;0;2014-04-01T13:30:00;20140401;TERCA-FEIRA;13:30;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;230214;SUL;1;4;2014;13;1;1;5;;0;-51,257669;-30,107712
588564;139 R ERNESTO PAIVA;R ERNESTO PAIVA;;139;Logradouro;ABALROAMENTO;0;2014-05-02T13:00:00;20140502;SEXTA-FEIRA;13:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;268097;SUL;2;5;2014;13;1;0;1;;0;-51,257666;-30,109002
597069;R GEN RONDON & R SARGENTO NICOLAU DIAS DE FARIAS;R GEN RONDON;R SARGENTO NICOLAU DIAS DE FARIAS;0;Cruzamento;COLISAO;0;2014-10-17T11:30:00;20141017;SEXTA-FEIRA;11:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;CHUVOSO;DIA;EPTC;280552;SUL;17;10;2014;11;1;0;1;;0;-51,257605;-30,105522
590741;700 AV PRESIDENTE VARGAS;AV PRESIDENTE VARGAS;;700;Logradouro;CHOQUE;0;2014-06-14T14:00:00;20140614;SABADO;14:00;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;264164;NORTE;14;6;2014;14;1;0;1;;0;-51,257585;-30,019729
599440;95 AV OTTO NIEMEYER;AV OTTO NIEMEYER;;95;Logradouro;CHOQUE;0;2014-11-28T08:42:00;20141128;SEXTA-FEIRA;08:42;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;276426;CENTRO;28;11;2014;8;1;0;1;;0;-51,257548;-30,110277
590805;146 R SARGENTO NICOLAU DIAS DE FARIAS;R SARGENTO NICOLAU DIAS DE FARIAS;;146;Logradouro;ABALROAMENTO;0;2014-03-14T19:00:00;20140314;SEXTA-FEIRA;19:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;438614;SUL;14;3;2014;19;1;1;5;;0;-51,257541;-30,105588
595742;R OSCAR SCHMITT & AV NOSSA SENHORA DA BOA VIAGEM;R OSCAR SCHMITT;AV NOSSA SENHORA DA BOA VIAGEM;0;Cruzamento;ABALROAMENTO;0;2014-09-20T17:20:00;20140920;SABADO;17:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;273375;NORTE;20;9;2014;17;1;0;1;;0;-51,257380;-30,016059
595382;245 R APOLINARIO PORTO ALEGRE;R APOLINARIO PORTO ALEGRE;;245;Logradouro;EVENTUAL;0;2014-09-12T16:45:00;20140912;SEXTA-FEIRA;16:45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;278957;NORTE;12;9;2014;16;1;0;1;;0;-51,257352;-30,120476
597726;R DR MARIO TOTTA & R PROF CECILIA CORSEUIL;R DR MARIO TOTTA;R PROF CECILIA CORSEUIL;0;Cruzamento;ABALROAMENTO;0;2014-10-28T16:49:00;20141028;TERCA-FEIRA;16:49;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266872;SUL;28;10;2014;16;1;0;1;;0;-51,257100;-30,114792
582601;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;ABALROAMENTO;0;2014-01-09T10:00:00;20140109;QUINTA-FEIRA;10:00;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;EPTC;263147;SUL;9;1;2014;10;1;0;1;;0;-51,256776;-30,107380
585454;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;QUEDA;0;2014-03-01T09:50:00;20140301;SABADO;09:50;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;167514;SUL;1;3;2014;9;1;1;5;;0;-51,256776;-30,107380
591431;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;EVENTUAL;0;2014-06-24T09:40:00;20140624;TERCA-FEIRA;09:40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;265585;SUL;24;6;2014;9;1;0;1;;0;-51,256776;-30,107380
596072;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;QUEDA;0;2014-06-29T18:20:00;20140629;DOMINGO;18:20;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;BOM;NOITE;DEPTRAN;705814;SUL;29;6;2014;18;1;1;5;STS;0;-51,256776;-30,107380
591853;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;COLISAO;0;2014-07-08T08:27:00;20140708;TERCA-FEIRA;08:27;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;272176;SUL;8;7;2014;8;1;0;1;;0;-51,256776;-30,107380
595930;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;COLISAO;0;2014-09-25T08:25:00;20140925;QUINTA-FEIRA;08:25;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;275893;SUL;25;9;2014;8;1;0;1;;0;-51,256776;-30,107380
598164;R SARGENTO NICOLAU DIAS DE FARIAS & R DR BARCELOS;R SARGENTO NICOLAU DIAS DE FARIAS;R DR BARCELOS;0;Cruzamento;COLISAO;0;2014-11-05T15:35:00;20141105;QUARTA-FEIRA;15:35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277103;SUL;5;11;2014;15;1;0;1;;0;-51,256776;-30,107380
596644;AV OTTO NIEMEYER & R SARGENTO NICOLAU DIAS DE FARIAS;AV OTTO NIEMEYER;R SARGENTO NICOLAU DIAS DE FARIAS;0;Cruzamento;ATROPELAMENTO;0;2014-10-09T12:00:00;20141009;QUINTA-FEIRA;12:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;730114;SUL;9;10;2014;12;1;1;5;;0;-51,255756;-30,109615
582692;2699 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2699;Logradouro;COLISAO;0;2014-01-10T15:00:00;20140110;SEXTA-FEIRA;15:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;265278;SUL;10;1;2014;15;1;0;1;;0;-51,255302;-30,111177
598751;2751 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2751;Logradouro;QUEDA;0;2014-11-15T14:17:00;20141115;SABADO;14:17;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;847314;SUL;15;11;2014;14;1;1;5;;0;-51,255274;-30,111565
594210;2759 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2759;Logradouro;ABALROAMENTO;0;2014-08-22T14:10:00;20140822;SEXTA-FEIRA;14:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274148;SUL;22;8;2014;14;1;0;1;;0;-51,255269;-30,111625
596158;PCA COMENDADOR SOUZA GOMES & AV WENCESLAU ESCOBAR;PCA COMENDADOR SOUZA GOMES;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-09-29T17:55:00;20140929;SEGUNDA-FEIRA;17:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;268916;SUL;29;9;2014;17;1;0;1;;0;-51,255268;-30,110705
593783;2610 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2610;Logradouro;COLISAO;0;2014-08-15T12:00:00;20140815;SEXTA-FEIRA;12:00;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;589614;SUL;15;8;2014;12;1;1;5;;0;-51,255237;-30,110855
593499;2770 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2770;Logradouro;QUEDA;0;2014-08-11T11:30:00;20140811;SEGUNDA-FEIRA;11:30;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;576514;SUL;11;8;2014;11;1;1;5;;0;-51,255186;-30,111783
600602;2895 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2895;Logradouro;COLISAO;0;2014-12-16T19:30:00;20141216;TERCA-FEIRA;19:30;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;NUBLADO;NOITE;EPTC;275698;SUL;16;12;2014;19;1;0;1;;0;-51,254916;-30,112784
599047;2907 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2907;Logradouro;CHOQUE;0;2014-11-23T02:20:00;20141123;DOMINGO;02:20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;278646;SUL;23;11;2014;2;1;0;1;;0;-51,254900;-30,112857
591550;2923 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2923;Logradouro;COLISAO;0;2014-07-02T13:00:00;20140702;QUARTA-FEIRA;13:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274213;SUL;2;7;2014;13;1;0;1;;0;-51,254860;-30,112947
593874;2898 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2898;Logradouro;ATROPELAMENTO;0;2014-07-31T17:00:00;20140731;QUINTA-FEIRA;17:00;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;595214;SUL;31;7;2014;17;1;1;5;;0;-51,254837;-30,112849
594744;2898 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2898;Logradouro;COLISAO;0;2014-09-01T14:05:00;20140901;SEGUNDA-FEIRA;14:05;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277309;SUL;1;9;2014;14;1;0;1;;0;-51,254837;-30,112849
600317;2898 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2898;Logradouro;COLISAO;0;2014-12-18T09:30:00;20141218;QUINTA-FEIRA;09:30;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;275662;SUL;18;12;2014;9;1;0;1;;0;-51,254826;-30,112847
589941;2908 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2908;Logradouro;ABALROAMENTO;0;2014-05-29T23:50:00;20140529;QUINTA-FEIRA;23:50;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;DEPTRAN;390114;SUL;29;5;2014;23;1;1;5;;0;-51,254815;-30,112897
582747;R AFONSO ALVARES & AV WENCESLAU ESCOBAR;R AFONSO ALVARES;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-01-13T11:30:00;20140113;SEGUNDA-FEIRA;11:30;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NUBLADO;DIA;EPTC;262378;SUL;13;1;2014;11;1;0;1;;0;-51,254797;-30,113014
595196;7 R NOSSA SENHORA APARECIDA;R NOSSA SENHORA APARECIDA;;7;Logradouro;QUEDA;0;2014-09-02T14:55:00;20140902;TERCA-FEIRA;14:55;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;658414;NORTE;2;9;2014;14;1;1;5;;0;-51,254736;-30,118474
582603;2940 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2940;Logradouro;ABALROAMENTO;0;2014-01-09T11:20:00;20140109;QUINTA-FEIRA;11:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;251954;SUL;9;1;2014;11;1;0;1;;0;-51,254653;-30,113265
594337;2940 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2940;Logradouro;ABALROAMENTO;0;2014-08-26T13:40:00;20140826;TERCA-FEIRA;13:40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;276007;SUL;26;8;2014;13;1;0;1;;0;-51,254653;-30,113265
593529;2971 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2971;Logradouro;COLISAO;0;2014-08-07T23:15:00;20140807;QUINTA-FEIRA;23:15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;NUBLADO;NOITE;EPTC;274129;NORTE;7;8;2014;23;1;0;1;;0;-51,254625;-30,113484
589792;555 R DR MARIO TOTTA;R DR MARIO TOTTA;;555;Logradouro;CHOQUE;0;2014-05-26T16:10:00;20140526;SEGUNDA-FEIRA;16:10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;272191;SUL;26;5;2014;16;1;0;1;;0;-51,254585;-30,113843
584496;2997 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2997;Logradouro;ABALROAMENTO;0;2014-02-18T11:24:00;20140218;TERCA-FEIRA;11:24;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266758;SUL;18;2;2014;11;1;0;1;;0;-51,254531;-30,113701
598660;1169 AV PRESIDENTE VARGAS;AV PRESIDENTE VARGAS;;1169;Logradouro;COLISAO;0;2014-11-17T12:25:00;20141117;SEGUNDA-FEIRA;12:25;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;BOM;DIA;DEPTRAN;841514;NORTE;17;11;2014;12;1;1;5;;0;-51,254500;-30,023844
590836;916 AV PEREIRA PASSOS;AV PEREIRA PASSOS;;916;Logradouro;TOMBAMENTO;0;2014-06-16T22:25:00;20140616;SEGUNDA-FEIRA;22:25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;EPTC;272312;SUL;16;6;2014;22;1;0;1;;0;-51,254487;-30,102219
600490;R DR MARIO TOTTA & AV WENCESLAU ESCOBAR;R DR MARIO TOTTA;AV WENCESLAU ESCOBAR;0;Cruzamento;TOMBAMENTO;0;2014-12-13T11:20:00;20141213;SABADO;11:20;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;280770;SUL;13;12;2014;11;1;0;1;;0;-51,254469;-30,113769
594669;2027 AV GUAIBA;AV GUAIBA;;2027;Logradouro;CHOQUE;0;2014-08-05T11:35:00;20140805;TERCA-FEIRA;11:35;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274126;SUL;5;8;2014;11;1;0;1;;0;-51,254416;-30,096033
592039;3033 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;3033;Logradouro;ABALROAMENTO;0;2014-07-06T19:55:00;20140706;DOMINGO;19:55;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;274253;SUL;6;7;2014;19;1;0;1;;0;-51,254368;-30,114072
590127;3030 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;3030;Logradouro;COLISAO;0;2014-05-28T20:14:00;20140528;QUARTA-FEIRA;20:14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;272187;SUL;28;5;2014;20;1;0;1;;0;-51,254321;-30,114026
588505;2395 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2395;Logradouro;CHOQUE;0;2014-05-05T14:00:00;20140505;SEGUNDA-FEIRA;14:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;DIA;DEPTRAN;321614;SUL;5;5;2014;14;1;1;5;;0;-51,254151;-30,109210
591430;2375 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2375;Logradouro;CHOQUE;0;2014-06-24T08:10:00;20140624;TERCA-FEIRA;08:10;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;BOM;DIA;EPTC;272207;SUL;24;6;2014;8;1;0;1;;0;-51,254057;-30,108936
596534;2380 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2380;Logradouro;ABALROAMENTO;0;2014-10-07T07:58:00;20141007;TERCA-FEIRA;07:58;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;NUBLADO;DIA;EPTC;277276;SUL;7;10;2014;7;1;0;1;;0;-51,254046;-30,109139
599003;2380 AV WENCESLAU ESCOBAR;AV WENCESLAU ESCOBAR;;2380;Logradouro;COLISAO;0;2014-11-23T18:05:00;20141123;DOMINGO;18:05;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;280681;SUL;23;11;2014;18;1;0;1;;0;-51,254046;-30,109139
584497;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;ABALROAMENTO;0;2014-02-18T12:16:00;20140218;TERCA-FEIRA;12:16;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;266761;SUL;18;2;2014;12;1;0;1;;0;-51,254035;-30,109054
587051;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-04-05T15:50:00;20140405;SABADO;15:50;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;265865;SUL;5;4;2014;15;1;0;1;;0;-51,254035;-30,109054
588113;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;ABALROAMENTO;0;2014-04-25T08:35:00;20140425;SEXTA-FEIRA;08:35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;268114;SUL;25;4;2014;8;1;0;1;;0;-51,254035;-30,109054
592030;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;INCENDIO;0;2014-07-02T20:45:00;20140702;QUARTA-FEIRA;20:45;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BOM;NOITE;EPTC;274279;SUL;2;7;2014;20;1;0;1;;0;-51,254035;-30,109054
591849;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-07-07T08:15:00;20140707;SEGUNDA-FEIRA;08:15;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;274221;SUL;7;7;2014;8;1;0;1;;0;-51,254035;-30,109054
593848;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;ABALROAMENTO;0;2014-08-16T14:20:00;20140816;SABADO;14:20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;275972;SUL;16;8;2014;14;1;0;1;;0;-51,254035;-30,109054
594797;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-09-03T08:30:00;20140903;QUARTA-FEIRA;08:30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277328;SUL;3;9;2014;8;1;0;1;;0;-51,254035;-30,109054
597275;AV OTTO NIEMEYER & AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR;0;Cruzamento;COLISAO;0;2014-10-20T14:54:00;20141020;SEGUNDA-FEIRA;14:54;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;BOM;DIA;EPTC;277173;SUL;20;10;2014;14;1;0;1;;0;-51,254035;-30,109054
